zinc,smile
ZINC85540576,CCCCCC1CC2(C=O)C3CCC4(C)C5C6=CC(=O)OC6C(C(Cc6ccccc6CO)[NH2+]C)CC5CC4(O)C3(O)C(O)C3CC(C(C)C)CCC(C1O)C32O
ZINC85594671,CC=C(C)C(=O)OC(C)(C)C1(Cc2cc(N)[nH+]cc2CC(=O)N2CCC2CCC(C)C)Cc2cc3ccc(=O)oc3cc2O1
ZINC85549414,CC12CCSSCC3(CCNC(N)=[NH+]3)CCCC3=C4C5CCC(CO)(CC51)C(CCCCO)C42CC3=O
ZINC85594672,CC=C(C)C(=O)OC1(C)CCCC(c2cc[nH+]c(N)c2)C12Cc1cc3ccc(=O)oc3cc1O2
ZINC85594674,CC=C(C)C(=O)OC1(C)CC=CC(c2cc[nH+]c(N)c2)C12Cc1cc3ccc(=O)oc3cc1O2
ZINC33832790,CC=C(C)C(=O)OC1c2c(ccc3ccc(=O)oc23)OC1C(C)(C)OC(=O)C(C)=CC
ZINC85540581,C=C1C(OC(=O)C=Cc2ccccc2)CC(OC(C)=O)C2(C)C1CC1(C(C)(C)O)CC(OC(C)=O)C(C)=C1C(OC(=O)c1ccccc1)C2OC(C)=O
ZINC85594675,CC=C(C)C(=O)OC(C)(C)C1(Cc2cc(N)[nH+]cc2CC=O)Cc2cc3ccc(=O)oc3cc2O1
ZINC85594677,CC=C(C)C(=O)OC1(C)CC=CC(c2ccc(N)[nH+]c2)C12Cc1cc3ccc(=O)oc3cc1O2
ZINC85571113,Cc1cc(C)cc(Cc2c3c4n(c2=CCO)CC2C5=C(C(=O)CC5(C)C5(C)CCC6C(C)(C)C(=O)CCC6(C)C5C2O)C(C)(CC(O)C2OC2(C)C)CCC=4C=N3)c1
ZINC85594678,CC=C(C)C(=O)OC1(C)CCCC(c2ccc(N)[nH+]c2)C12Cc1cc3ccc(=O)oc3cc1O2
ZINC14821540,CC(C)=CCc1cc(C=CC(=O)c2ccc(O)c(CC=C(C)C)c2O)cc(CC=C(C)C)c1O
ZINC85594680,CC=C(C)C(=O)OC(C)(C)C1(Cc2cc[nH+]c(N)c2)Cc2cc3cc(CCCO)c(=O)oc3cc2O1
ZINC85625585,CCCCCC(CC(O)CC(=O)CCc1ccc(O)c(OC)c1)c1cc(O)c(O)c(OC)c1
ZINC85625588,COc1cc(CCC(=O)CC(O)CCc2cc(O)c(O)c(OCCc3ccccc3)c2)ccc1O
ZINC85540594,C=C1C(OC(=O)C=Cc2ccccc2)CCC2(C)C(OC(C)=O)C(OC(C)=O)C34C(C)C(=O)CC(C(OC(C)=O)C123)C4(C)C
ZINC85549436,CC1C(CO)CC2CC3=C4CCCC5(CSSCCC2(C)C31CC4=O)[NH+]=C(N)NCC5Cc1ccccc1
ZINC85594682,CC=C(C)C(=O)OC(C)(C)C1(Cc2cc[nH+]c(N)c2)Cc2cc3ccc(=O)oc3cc2O1
ZINC85487806,CC1[NH2+]C(C2CCC3CCC45CCCC4C=CC(C5)C(O)(CC(=O)[O-])C[NH2+]C4(C)CC([NH3+])NC(Cc5cccc(c5)CC3C2)C4)CCC1O
ZINC85625592,COc1cc(CCC(=O)CC(O)CCc2cc(O)c(O)c(OC3CCCC3)c2)ccc1O
ZINC40919199,C=C(C)C(O)CCC1(C)CC=C(CO)C(=O)C(CC(C)=O)C1C=COC(=O)C=C(C)C
ZINC85594684,CC=C(C)C(=O)OC(C)(C)C1(Cc2ccc(N)[nH+]c2)Cc2cc3cc(CCCO)c(=O)oc3cc2O1
ZINC49833390,CC(=O)OC1CCC2(C)C3=C(CCC2C1(C)C)C1(C)CCC(C(CC=CC(C)(C)O)C(=O)OC2OCC(O)C(O)C2O)C1(C)CC3
ZINC85625595,COc1cc(CCC(=O)CC(O)CCc2cc(O)c(O)c(OC3CCCCC3)c2)ccc1O
ZINC85645115,C=C(C)C1CCC2(C(=O)[O-])CCC3(C)C(CCC4C5(C)CCC(OC6OC(O)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C12
ZINC85549446,CC12CCSSCC3(CCCC4=C5CC1CCC(CCCO)C52CC4=O)[NH+]=C(N)NCC3Cc1ccccc1
ZINC85594687,CC=C(C)C(=O)OC(C)(C)C1(C2(c3ccc(N)[nH+]c3)CCCC2)Cc2cc3ccc(=O)oc3cc2O1
ZINC85487818,CC1[NH2+]C(C2CCC3C4CC56CCC(O)(CC(=O)[O-])C[NH2+]C7(C)CC([NH3+])NC(Cc8cccc(c8)C(C8=C4C(=CC8)C5CCC6)C3C2)C7)CCC1O
ZINC85594688,CC=C(C)C(=O)OC(C)(Cc1ccccc1)C1Cc2cc3cc(CCCO)c(=O)oc3cc2O1
ZINC85487821,CC1[NH2+]C(C2CCC3CCC4(CCC(O)(CC(=O)[O-])C[NH2+]C5(C)CC([NH3+])NC(Cc6cccc(c6)CC3C2)C5)CCCC4)CCC1O
ZINC85540607,C[NH2+]CCNCC1=CC2CC3(O)C(C)(CCC4C3(O)CC3CC(C(C)C5CCCC5)CCC5C(O)C6(CCCC6)CC4(C=O)C35O)C2C2=CC(=O)OC21
ZINC85594690,CC=C(C)C(=O)OC(C)(C)C1(Cc2ccc(N)[nH+]c2)Cc2cc3ccc(=O)oc3cc2O1
ZINC85549458,CC12CCSSCC3(CCCC4=C5CC1CCC(CCCCO)C52CC4=O)[NH+]=C(N)NCC3Cc1ccccc1
ZINC04474575,CCCCCC=CCC=CCCCCCCCC(=O)OCC
ZINC85571131,CC=c1c(Cc2cc(C)cc(C)c2)c2c(n1CC1C3=C(C(C)CC(O)C4OC4(C)C)C(=O)CC3(C)C3(C)CCC4C(C)(CCC(=O)C4(C)C4CCCC4)C3C1O)=CC=N2
ZINC85594691,CC=C(CCO)C(=O)OC(C)(Cc1ccccc1)C1Cc2cc3ccc(=O)oc3cc2O1
ZINC85487831,CC1[NH2+]C(C2CCC3CCC4(CCC(O)(CC(=O)[O-])C[NH2+]C5(C)CC([NH3+])NC(C5)C5(CCCCC5)c5cccc(c5)CC3C2)CCCC4)CCC1O
ZINC85540613,C[NH2+]C1Cc2c(cccc2CO)C#CCCC23CC4C=CC5CC(O)CC6(O)C(CCC(C)C)CC(O)(C4C56C=O)C2(O)CC2CC1C1OC(=O)C=C1C23
ZINC85571132,CC=c1c(Cc2cc(C)cc(C)c2)c2c3n1CC1C4=C(C(=O)CC4(C)C4(C)CCC5C(C)(C)C(=O)CCC5(C)C4C1O)C(C)(CC(O)C1OC1(C)C)CCC=3C=N2
ZINC85594695,CC=C(C)C(=O)OC(C)(CC1CCCCC1)C1Cc2cc3ccc(=O)oc3cc2O1
ZINC49771228,C=C(C)C1CC=C2C(=CCC3(C)C(C(CCC(=C)C(C)(O)CO)C(=O)[O-])C(O)CC23C)C1(C)CCC(=O)OC
ZINC85594696,CC=C(C)C(=O)OC(C)(CCC(C)C)C1Cc2cc3ccc(=O)oc3cc2O1
ZINC85571137,CCC1(C=C2OC(=O)C3=C2CCC2C4CCC5(C6=CCC(C7CCCCC7)C(O)SSCNc7cc(ccn7)C(CN7C(=O)C=CC7=O)C4=C5C(=O)O6)C32)CCCC1
ZINC85594698,CC=C(C)C(=O)OC(C)(C)C1Cc2cc3cc(CCCO)c(=O)oc3cc2O1
ZINC85487842,CC1[NH2+]C(C2CCC3CCCCCC(O)(CC(=O)[O-])C[NH2+]C4(C)CC([NH3+])NC(Cc5cccc(c5)CC3C2CC=O)C4)CCC1O
ZINC85571140,CCC1(C=C2OC(=O)C3=C2CCC2C4CCC5(C6=CCC(C)C([NH2+]CC(C)O)SSCNc7cc(ccn7)C(CN7C(=O)C=CC7=O)C4=C5C(=O)O6)C32)CCCC1
ZINC33831321,CC(CC(=O)CC(C)C1CC(=O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1CC3O)C(=O)[O-]
ZINC59589367,CC(C)=CCc1c2c(c(CO)c3c1OC(c1c(O)cccc1O)CC3=O)C=CC(C)(C)O2
ZINC85571143,CCC1(C2=C3OC(=O)C4=C3C(CC2)CC2C3CCC5(C6=CCC(C7CCCCC7)CSSCNc7cc(ccn7)C(CN7C(=O)C=CC7=O)C3=C5C(=O)O6)C42)CCCC1
ZINC85571144,CCC1(C=C2OC(=O)C3=C2CCC2C4CCC5(C6=CCC7C(CCC8CCCCC87)SSCNc7cc(ccn7)C(CN7C(=O)C=CC7=O)C4=C5C(=O)O6)C32)CCCC1
ZINC85487857,CC1C(O)CCC2C3CCC4CCCCCC(O)(CC(=O)[O-])C[NH2+]C5(C)CC([NH3+])NC(Cc6cccc(c6)CC4C3CC=[N+]12)C5
ZINC85487858,CC1[NH2+]C(C2CCC3C4CC5CCC(O)(CC(=O)[O-])C[NH2+]C6(C)CC([NH3+])NC(Cc7cccc(c7)C(C7=CCC(=C74)C5)C3C2)C6)CCC1O
ZINC85571146,CCC1(C=C2OC(=O)C3=C2CCC2C4CCC5(C6=CCC(C7CCCCC7)CSSCNc7cc(ccn7)C(CN7C(=O)C=CC7=O)C4=C5C(=O)O6)C32)CCCC1
ZINC85549493,CC12CCSSCC([NH+]=C(N)N)CCCC3=C4CC1CC(CO)C(CCCO)C42CC3=O
ZINC85571148,CCC1(C=C2OC(=O)C3=C2CCC2C4CCC5(C6=CCC(C)C([NH2+]CC(C)O)SSCNc7cc(cc[nH+]7)C7(CCCC7)C4=C5C(=O)O6)C32)CCCC1
ZINC85487863,CC1[NH2+]C(C2CCC3C4CC5CCC(O)(CC(=O)[O-])C[NH2+]C6(C)CC([NH3+])NC(Cc7cccc(c7)C(c7ccc8cccc5c8c74)C3C2)C6)CCC1O
ZINC59589377,C=CC(O)CC(=NOS(=O)(=O)[O-])SC1OC(CO)C(O)C(O)C1O
ZINC15205964,CC(C)=CCc1c(O)cc(O)c2c1OC(c1ccc3c(c1)CCC(C)(C)O3)CC2=O
ZINC85487866,CC1[NH2+]C(C2CCC3CCC4CC#Cc5c(cccc5CC5CC(C)(CC([NH3+])N5)[NH2+]CC(O)(CC(=O)[O-])CC4)CC3C2)CCC1O
ZINC85571150,CCC1(C2=C3OC(=O)C4=C3C(CC2)CC2C3CCC5(C6=CCC(C)C([NH2+]CC(C)O)SSCNc7cc(ccn7)CC3=C5C(=O)O6)C42)CCCC1
ZINC85571151,CCC1(C=C2OC(=O)C3=C2CCC2C4CCC5(C6=CCC(C)C(O)SSCNc7cc(cc[nH+]7)C(CCCO)C4=C5C(=O)O6)C32)CCCC1
ZINC85487869,CC1[NH2+]C(C2CCC3CCCCCC(O)(CC(=O)[O-])C[NH2+]C4(C)CC([NH3+])NC(Cc5cccc(c5)CC3C2)C4)CCC1O
ZINC49780486,COC(=O)C(C)CC(=O)CC(C)C1CC(O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1CC3O
ZINC85487872,CC1[NH2+]C(C2CCC3CCCCCC(O)(CC(=O)[O-])C[NH2+]C4(C)CC([NH3+])NC(C4)C4(CCCCC4)c4cccc(c4)CC3C2)CCC1O
ZINC85571153,CCC1(C2=C3OC(=O)C4=C3C(CC2)CC2C3CCC5(C6=CCC(C)C(O)SSCNc7cc(ccn7)CC3=C5C(=O)O6)C42)CCCC1
ZINC85487873,CC1[NH2+]C(C2CCC3C4CCCCC(O)(CC(=O)[O-])C[NH2+]C5(C)CC([NH3+])NC(Cc6cccc(c6)C(CC4)C3C2)C5)CCC1O
ZINC85540645,CCCCCC1CC2(C=O)C3CCC4(C)C5C6=CC(=O)OC6C(CNCC[NH2+]C)=CC5CC4(O)C3(O)C(O)C3CC4C(C)CC=CC4CC(C1O)C32O
ZINC85487879,CC1[NH2+]C(CC(CC=O)C2CCCCCCC(O)(CC(=O)[O-])C[NH2+]C3(C)CC([NH3+])NC(Cc4cccc(c4)C2)C3)CCC1O
ZINC31542586,COc1cc(C)c(C(=O)OC2CC3(C)C4CC(C)(C)CC4(O)C=C(C=O)C23[O-])c(O)c1
ZINC85571157,CCCC=C1OC(=O)C2=C1CCC1C3CCC4(C5=CCC(C)C(O)SSCNc6cc(ccn6)C(CN6C(=O)C=CC6=O)C3=C4C(=O)O5)C21
ZINC85487883,COc1cc(O)c(C(=O)OC2CC3(C)C4CC(C)(C)CC4(O)C=C(C=O)C23[O-])c(C)c1Cl
ZINC85571159,CCC1(C=C2OC(=O)C3=C2CCC2C4CCC5(C6=CCC(C)CSSCNc7cc(cc[nH+]7)C(CCCO)C4=C5C(=O)O6)C32)CCCC1
ZINC14813222,C=C(C)C(CC=C(C)C)Cc1c(O)cc(OC)c2c1OC(c1ccc(O)cc1)CC2=O
ZINC85487886,CCC1C2(C)CC(OC(=O)c3c(C)cc(OC)cc3O)C2C(C=O)=CC1(O)CC
ZINC85571161,CCC1(C=C2OC(=O)C3=C2CCC2C4CCC5(C6=CCC(C7CCCCC7)CSSCNc7cc(ccn7)CC4=C5C(=O)O6)C32)CCCC1
ZINC73388073,CC(=CC(=O)CC(C)C(=O)[O-])C1CC(=O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1CC3O
ZINC85487889,CC1C(O)CCC2CC(C3CCCCCCC(O)(CC(=O)[O-])C[NH2+]C4(C)CC([NH3+])NC(Cc5cccc(c5)C3)C4)CC=[N+]12
ZINC85571163,CCCC=C1OC(=O)C2=C(C3c4cc[nH+]c(N)c4CCC3N3C(=O)C=CC3=O)C3CCC12C1C2=C(CCC31)C(=CC1(CC)CCCC1)OC2=O
ZINC85487891,CC1[NH2+]C(CCC2CCCC3CC#Cc4c(cccc4CC4CC(C)(CC([NH3+])N4)[NH2+]CC(O)(CC(=O)[O-])CC3)C2)CCC1O
ZINC85571165,CCC1(C=C2OC(=O)C3=C2CCC2C4CCC5(C(=CCCC6CCCCC6)OC(=O)C5=C4C(CN4C(=O)C=CC4=O)c4ccnc(N)c4)C32)CCCC1
ZINC85571167,CCCC=C1OC(=O)C2=C(C(CN3C(=O)C=CC3=O)c3ccnc(N)c3)C3CCC12C1C2=C4C(=C(C5(CC)CCCC5)CCC4CC31)OC2=O
ZINC49767216,CC(CC(=O)CC(C)C1CC(O)C2(C)C3=C(C(=O)CC12C)C1(C)CCC(=O)C(C)(C)C1CC3O)C(=O)[O-]
ZINC85838650,COC(=O)C1C(O)C2(O)c3c(cc(OC)cc3OC)OC2(c2ccc3c(c2)OCO3)C1c1ccccc1
ZINC95563663,CC(=CC(O)CC(C)C1CC(=O)C2(C)C3=C(C(=O)C(O)C12C)C1(C)CCC(O)C(C)(C)C1CC3=O)C(=O)[O-]
ZINC85571169,CCC1(C=C2OC(=O)C3=C2CCC2C4CCC5(C(=CCC(C)C[NH2+]C)OC(=O)C5=C4C(CN4C(=O)C=CC4=O)c4ccnc(N)c4)C32)CCCC1
ZINC85571170,CCC1(C=C2OC(=O)C3=C2CCC2C4CCC5(C6=CCC(C)CSSCNc7cc(ccn7)CC4=C5C(=O)O6)C32)CCCC1
ZINC85571172,CCCC=C1OC(=O)C2=C(C(CN3C(=O)C=CC3=O)c3ccnc(N)c3)C3CCC12C1C2=C(CCC31)C(=CC1(CC)CCCC1)OC2=O
ZINC85838660,COC(=O)C1C(OC=O)C2(O)c3c(cc(OC)cc3OC)OC2(c2ccc3c(c2)OCO3)C1c1ccccc1
ZINC14719601,COc1c(O)c2c(c(O)c1C(C)C)C(=O)C1C2(C)CCC(=O)C1(C)C
ZINC13404648,COC12C=C3C(=O)c4c(O)cccc4OC34C(C1)C(C)(C)OC4(CC=C(C)C)C2=O
ZINC85571175,CCCC=C1OC(=O)C2=C1CCC1C3CCC4(C5=CCC(C)CSSCNc6cc(ccn6)C(CN6C(=O)C=CC6=O)C3=C4C(=O)O5)C21
ZINC85739873,CC(C)=CCCC(C)=CCc1c(=O)c2c(O)c(CC=C(C)C)c3c(c2oc1-c1ccc(O)cc1O)C=CC(C)(C)O3
ZINC49780542,CC(C)=CCC1CC23CC(CC=C(C)C)C(C)(C)C(CC=C(C)C)(C(=O)C(C(=O)c4ccc(O)c(O)c4)=C2OC1(C)C)C3=O
ZINC85571176,CCCC=C1OC(=O)C2=C1CCC1C3CCC4(C5=CCC(C)C([NH2+]CC(C)O)SSCNc6cc(ccn6)CC3=C4C(=O)O5)C21
ZINC85571178,CCCC=C1OC(=O)C2=C1CCC1C3CCC4(C5=CCC(C)C(O)SSCNc6cc(ccn6)CC3=C4C(=O)O5)C21
ZINC42890265,O=C1c2ccc(O)cc2OC1=C(C(=C1Oc2cc(O)ccc2C1=O)c1ccc(O)c(O)c1)c1ccc(O)c(O)c1
ZINC85540683,C[NH2+]C1Cc2ccccc2C#CCCC23CCC4C(O)(CC5CC(C(C)C)CCC6C(O)CCC4(C=O)C56O)C2(O)CC2CC1C1OC(=O)C=C1C23
ZINC85571180,CCCC=C1OC(=O)C2=C(C(CCCO)c3cc[nH+]c(N)c3)C3CCC12C1C2=C(CCC31)C(=CC1(CC)CCCC1)OC2=O
ZINC14727515,CC(C)=CCc1c(O)c(CC=C(C)C)c2c(c1O)C(=O)CC(c1ccc(O)cc1O)O2
ZINC15206037,CC(C)=CCc1c(O)c(CCC(C)(C)O)c(O)c2c(=O)c3c4cc(O)c5c(c4oc3oc12)C=CC(C)(C)O5
ZINC85540687,C[NH2+]C(Cc1ccccc1CO)C1CC2CC3(O)C(C)(CCC4C5(C=O)CCC(O)CC5(O)C(CCC(C)C)C(O)C43O)C2C2=CC(=O)OC21
ZINC85571182,CCCC=C1OC(=O)C2=C1CCC1C3CCC4(C5=CCC(C)CSSCNc6cc(cc[nH+]6)C(CCCO)C3=C4C(=O)O5)C21
ZINC85571184,CCCC=C1OC(=O)C2=C1CCC1C3CCC4(C5=CCC(C6CCCCC6)CSSCNc6cc(ccn6)CC3=C4C(=O)O5)C21
ZINC85571185,CCC1(C=C2OC(=O)C3=C2CCC2C4CCC5(C(=CCCC6CCCCC6)OC(=O)C5=C4Cc4ccnc(N)c4)C32)CCCC1
ZINC30731429,C=CC1C2CC3c4[nH]c5ccccc5c(=O)c4CN3C(=O)C2=COC1OC1OC(CO)C(O)C(O)C1O
ZINC85540695,C[NH2+]C(Cc1ccccc1CO)C1CC2CC3(O)C(C)(CC4C=CC5CC(O)CC6(O)C(CCC(C)C)C(O)C3(O)C4C56C=O)C2C2=CC(=O)OC21
ZINC85571188,CCCC1=C2OC(=O)C3=C2C(CC1)CC1C2CCC4(C5=CCC(C)CSSCNc6cc(ccn6)CC2=C4C(=O)O5)C31
ZINC14727603,CC(C)=CCc1cc(-c2coc3c(CC=C(C)C)c(O)cc(O)c3c2=O)cc(O)c1O
ZINC85571191,CCCC=C1OC(=O)C2=C(C3(c4cc[nH+]c(N)c4)CCCC3)C3CCC12C1C2=C(CCC31)C(=CC1(CC)CCCC1)OC2=O
ZINC85571193,CCCC=C1OC(=O)C2=C(Cc3cc[nH+]c(N)c3)C3CCC12C1C2=C4C(=C(C5(CC)CCCC5)CCC4CC31)OC2=O
ZINC15206058,CC(C)=CCc1c2c(c(O)c3c(=O)c4c5cc(O)c6c(c5oc4oc13)C=CC(C)(C)O6)CCC(C)(C)O2
ZINC85540703,CCCCCC1CC2(C=O)C3CCC45CCC#Cc6cccc(CO)c6CC([NH2+]C)C6CC(CC4(O)C3(O)C(O)CC2(O)CC1O)C5C1=CC(=O)OC16
ZINC85571195,CCCC=C1OC(=O)C2=C1CCC1C3CCC4(C(=CCCC)OC(=O)C4=C3C3c4cc[nH+]c(N)c4CCC3N3C(=O)C=CC3=O)C21
ZINC85571198,CCC1(C=C2OC(=O)C3=C2CCC2C4CCC5(C(=CCC(C)C[NH2+]C)OC(=O)C5=C4Cc4ccnc(N)c4)C32)CCCC1
ZINC40938953,CC=C(C)C(=O)OC1c2cc3c(c4c2C(C(=O)C(=O)OC)(CO4)C(=CC(=O)OC)CC(C)C1C)OCO3
ZINC85571201,CCCC=C1OC(=O)C2=C(C(CN3C(=O)C=CC3=O)c3ccnc(N)c3)C3CCC12C1C2=C4C(=C(CCC)CCC4CC31)OC2=O
ZINC85571203,CCCC=C1OC(=O)C2=C1CCC1C3CCC4(C(=CCCC5CCCCC5)OC(=O)C4=C3C(CN3C(=O)C=CC3=O)c3ccnc(N)c3)C21
ZINC85571205,CCCC=C1OC(=O)C2=C1CCC1C3CCC4(C(=CCC(C)C[NH2+]C)OC(=O)C4=C3C(CN3C(=O)C=CC3=O)c3ccnc(N)c3)C21
ZINC85540714,CCCCCC1CC2(C=O)C3CCC4(C)C5C6=CC(=O)OC6C(CNCC[NH2+]C)=CC5CC4(O)C3(O)CC3CC(C(C)C4CCCC4)CCC(C1O)C32O
ZINC85540716,CCCCCC1CC2(C=O)C3CCC4(C)C5C6=CC(=O)OC6C(CNCC[NH2+]C)=CC5CC4(O)C3(O)C(O)C3CC(C(C)C)CCC(C1O)C32O
ZINC85571208,CCCC=C1OC(=O)C2=C(Cc3ccnc(N)c3)C3CCC12C1C2=C(CCC31)C(=CC1(CC)CCCC1)OC2=O
ZINC14693077,Cc1ccc2c(c1CCC(=O)C(C)(C)O)C(=O)C(=O)C(C(C)C)=C2
ZINC85571210,CCCC=C1OC(=O)C2=C1CCC1C3CCC4(C5=CCC(C)CSSCNc6cc(ccn6)CC3=C4C(=O)O5)C21
ZINC85487964,CC1C(O)CCC2CC(C3Cc4cccc(c4)CC4CC5(C)CC(CC#CC(CC(CO)CCC(O)(CC(=O)[O-])C[NH2+]5)C3)N4)CC[NH+]12
ZINC85571212,CCCC=C1OC(=O)C2=C1CCC1C3CCC4(C(=CCCC)OC(=O)C4=C3C(CN3C(=O)C=CC3=O)c3ccnc(N)c3)C21
ZINC85571213,CCCC=C1OC(=O)C2=C1CCC1C3CCC4(C(=CCCC)OC(=O)C4=C3C(CCCO)c3cc[nH+]c(N)c3)C21
ZINC85625771,COc1cc(CCC(O)C(Cc2cccc(O)c2CO)C(=O)CCc2cc(O)c(O)c(OCCCC(C)C)c2)ccc1O
ZINC85540724,CCCCCC1CC2(C=O)C3CCC4(C)C5C6=CC(=O)OC6C(C[NH2+]CCCOC)=CC5CC4(O)C3(O)C(O)C3CC(C(C)C)CCC(C1O)C32O
ZINC85625775,COc1cc(CCC(O)C(C(=O)CCc2cc(O)c(O)c(OC)c2)C2(c3cc[nH+]c(N)c3)CCCC23CCCC3)ccc1O
ZINC85625776,COc1cc(CCC(O)C(C(=O)CCc2cc(O)c(O)c(OCCCC(C)C)c2)C2(c3cc[nH+]c(N)c3)CCCC2)ccc1O
ZINC85571217,CCCC=C1OC(=O)C2=C(Cc3cc[nH+]c(N)c3)C3CCC12C1C2=C4C(=C(CCC)CCC4CC31)OC2=O
ZINC85540729,C[NH2+]CCNCC1=CC2CC3(O)C(C)(CCC4C3(O)CC3CC5C(C)CC=CC5CC5C(O)CCC4(C=O)C35O)C2C2=CC(=O)OC21
ZINC85549618,CC1CCC2CC3=C(CCCC4[NH+]=C(N)NCC4Cc4ccccc4)C(=O)CC31C2(C)C
ZINC85571219,CCCC=C1OC(=O)C2=C1CCC1C3CCC4(C(=CCCC5CCCCC5)OC(=O)C4=C3Cc3ccnc(N)c3)C21
ZINC85625785,COc1cc(CCC(O)C(Cc2cccc(O)c2CO)C(=O)CC2(c3cc(O)c(O)c(OC)c3)CCCC2)ccc1O
ZINC85571221,CCCC=C1OC(=O)C2=C1CCC1C3CCC4(C(=CCC(C)C[NH2+]C)OC(=O)C4=C3Cc3ccnc(N)c3)C21
ZINC85625786,CCC(c1ccnc(Nc2ccc3cc(O)ccc3c2)c1)C(C(=O)CCc1cc(O)c(O)c(OC)c1)C(O)CCc1ccc(O)c(OC)c1
ZINC85571222,CCCC=C1OC(=O)C2=C1CCC1C3CCC4(C(=CCCC)OC(=O)C4=C3Cc3ccnc(N)c3)C21
ZINC85571224,CCCC=C1OC(=O)C2=CC3CC(CC[NH+]=C(N)N)C12C1C2=C(CCC31)C(=CC1(CC)CCCC1)OC2=O
ZINC85625792,COc1cc(CCC(O)C(Cc2ccnc(Nc3ccc4cc(O)ccc4c3)c2)C(=O)CCc2cc(O)c(O)c(OC)c2)ccc1O
ZINC85540742,CCCCCC1CC2(C=O)C3CCC45CCC#Cc6cccc(CO)c6CC([NH2+]C)C6CC(CC4(O)C3(O)CCC2(O)CC1O)C5(CO)C1=CC(=O)OC16
ZINC85571226,CCCC=C1OC(=O)C2=C1CCC1C3CCC4(C(=CCCC)OC(=O)C4=C3C(CCCO)C3=C[CH3+]N=C3)C21
ZINC85571227,CCCC=C1OC(=O)C2=C(CC3=C[CH3+]N=C3)C3CCC12C1C2=C4C(=C(CCC)CCC4CC31)OC2=O
ZINC85571230,CCCC=C1OC(=O)C2=C1CCC1C3CCC4(C(=CCCC5CCCCC5)OC(=O)C4=C3CC3=C[CH3+]N=C3)C21
ZINC85625802,COc1cc(CCC(O)C(C(=O)CCc2cc(O)c(O)c(OC)c2)C23CCCC2CCc2c(N)[nH+]ccc23)ccc1O
ZINC85571231,CCCC=C1OC(=O)C2=C1CCC1C3CCC4(C(=CCC(C)C[NH2+]C)OC(=O)C4=C3CC3=C[CH3+]N=C3)C21
ZINC85625805,COc1cc(CCC(O)C(Cc2cccc3c2C(O)C=CO3)C(=O)CCc2cc(O)c(O)c(OC)c2)ccc1O
ZINC32296420,C=CC(C)(C)C12CCN(C)C1N(CC=C(C)C)c1cc(Br)ccc12
ZINC85540754,C[NH2+]CC1=CC2CC3(O)C(C)(CCC4C3(O)CC3CC5C(C=CCC5C5CCCC5)CC5C(O)CCC4(C=O)C35O)C2C2=CC(=O)OC21
ZINC85488007,CC1[NH2+]C(C2CCC3CCCCCC(O)(CC(=O)[O-])C[NH2+]C4(C)CC[NH2+]C(Cc5cccc(c5)CC3C2)C4)CCC1O
ZINC85540756,CCCCCC1CC2(C=O)C3CCC4(C)C5C6=CC(=O)OC6C(C(Cc6ccccc6CO)[NH2+]C)CC5CC4(O)C3(O)C(O)C(CCC(C)C)C2(O)CC1O
ZINC85625810,COc1cc(CCC(O)C(Cc2cccc(O)c2CO)C(=O)CCc2cc(O)c(O)c(OCC(C)C)c2)ccc1O
ZINC85488009,CC1[NH2+]C(CCC2Cc3cccc(c3)CC3CC4(C)CC(CC#CC(CC(CO)CCC(O)(CC(=O)[O-])C[NH2+]4)C2)N3)CCC1O
ZINC85571236,CCC1(C=C2OC(=O)C3=C2CCC2C4C=C5C(=O)OC(=CCC(C)C[NH2+]C)C5(CC4)C32)CCCC1
ZINC85571237,CCCC=C1OC(=O)C2=CC3(CCOC)CCC12C1C2=C(CCC13)C(=CC1(CC)CCCC1)OC2=O
ZINC85625816,COc1cc(CCC(=O)C(C(O)CCc2ccc(O)c3c2CCCO3)C2(c3cc[nH+]c(N)c3)CCCC2)cc(O)c1O
ZINC85571239,CCCC=C1OC(=O)C2=C1CCC1C3CCC4(C(=CCCC)OC(=O)C4=C3CC3=C[CH3+]N=C3)C21
ZINC85943477,CCCC(=O)c1c(O)c(C)c(O)c(CC2C(=O)C(C(C)=O)C(=O)C(C)(C)C2=O)c1OC
ZINC85488019,CC1[NH2+]C(CCC2CCCC3(CCC(O)(CC(=O)[O-])C[NH2+]C4(C)CC[NH2+]C(Cc5cccc(c5)C2)C4)CCCC3)CCC1O
ZINC85625821,COc1cc(CCC(O)C(C(=O)CCc2cc(O)c(O)c(OCC(C)C)c2)C2(c3cc[nH+]c(N)c3)CCCC2)ccc1O
ZINC85540769,C[NH2+]C1Cc2c(cccc2CO)C#CCCC23CCC4C(O)(CCC5(O)CC(O)CCC45C=O)C2(O)CC2CC1C1OC(=O)C=C1C23
ZINC85943481,CCCC(=O)c1c(O)c(C)c(O)c(CC2C(=O)C(C(=O)CCC)C(=O)C(C)(C)C2=O)c1OC
